"id"~"dateCreated"~"dateModified"~"createdBy"~"createdByName"~"modifiedBy"~"modifiedByName"~"c_unidad"~"c_noregistro"~"c_frecuencia"~"c_peso"~"c_instrumento"~"c_producto"~"c_cantidad"
"1904d0b2-05f0-4c73-ae47-095b8561f213"~2023-01-20 15:33:41.000~2023-01-20 15:33:41.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~""~""~Diario~""~bc8cc869-ea02-4d44-85f1-c7e0ea56ecb4~""~"2 Bultos"
"1a3468c0-d1c9-45cd-b15b-29a55a4215c1"~2023-02-07 15:04:27.000~2023-02-07 15:04:27.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~Otro~""~""~""~e95fc3b6-0d28-428a-9512-4f573a7c308b~""~""
"1dd2ea1d-0f9d-4ff4-a4de-50c2dd4fff3e"~2023-01-20 15:33:40.000~2023-01-20 15:33:40.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~""~""~"8 dias"~""~bc8cc869-ea02-4d44-85f1-c7e0ea56ecb4~Maíz~"2 viajes"
"1f8f45ed-49c0-49d6-94f6-88914d4986b6"~2023-01-30 14:34:46.000~2023-01-30 14:34:46.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~""~Si lleva~"6 meses"~"13"~b3915ad0-6217-4e3f-b568-fd20b7035876~Producción acuícola~"2 Ton"
"3ce0f511-11c0-436a-886e-3594192c0977"~2023-02-01 22:19:01.000~2023-02-01 22:19:01.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~Granel~""~""~"2.5"~f190d1f6-99b3-4e19-b85a-6bab77a2507b~Pollo de engorde~"150"
"3eb6fc2e-8c38-499f-804f-9d9b5ea4d7a3"~2023-02-07 16:17:58.000~2023-02-07 16:17:58.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~Cantina~""~diario~"50"~"6c4ade3a-a85c-4f30-b2ed-07dae420298d"~Leche~""
"4cba44ad-a39c-4d05-8308-96606e7eedf9"~2023-01-28 01:30:20.000~2023-01-28 01:30:20.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~""~""~"50 dias"~"130"~c3f6bc15-b6c2-436b-902c-ed49a3bc63e5~Pollo de engorde~"57"
"4d2f9677-df4d-4236-a52b-f5a6778170db"~2023-01-19 22:54:52.000~2023-01-19 22:54:52.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~Bulto~""~"2 dias"~"50"~bc71c7e2-2938-43e6-a34e-80e4f26c26d1~""~"1"
"4d660b8a-bb84-4242-a16b-4615b3c97d3a"~2023-01-25 18:19:41.000~2023-01-25 18:19:41.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~""~""~diario~"200"~"365fecda-223e-4a31-9e1a-d1f467ec3201"~Pesca Artesanal~""
"52f46ee1-b073-4cc9-bec2-bc019c7760e9"~2023-01-30 04:09:52.000~2023-01-30 04:09:52.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~Canastillas~""~""~"1000"~fbb91509-77c4-4ebd-b0e1-48f15ae20f64~""~"1"
"572486af-d3ad-4db1-aecb-ffee4d75dd17"~2023-02-02 15:04:44.000~2023-02-02 15:04:44.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~Bulto~""~"6 meses"~"60"~"56736cf2-d804-479b-b95e-897cebbea547"~Maíz~"120"
