"id"~"dateCreated"~"dateModified"~"createdBy"~"createdByName"~"modifiedBy"~"modifiedByName"~"c_Medio"
"227c75fb-67f1-406b-bd80-9531d8dadf0e"~2022-11-21 20:23:34.000~2022-11-21 20:23:34.000~admin~Admin Admin~admin~Admin Admin~Cajas
