"id"~"dateCreated"~"dateModified"~"createdBy"~"createdByName"~"modifiedBy"~"modifiedByName"~"c_otro"~"c_instrumento"~"c_producto"~"c_vehiculo"
"00127eb9-0ecc-4979-85a0-acc7b86b14cd"~2023-01-27 15:57:07.000~2023-01-27 15:57:07.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~""~ee57039c-5f61-4b10-9b59-d9b9bcbbee47~Pesca Artesanal~Camión Tipo Turbo
"0176c67b-35f2-43dc-a8c0-c5d3ec4a43e9"~2023-01-30 17:11:09.000~2023-01-30 17:11:09.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~""~"121e4b0c-b764-4471-822e-b96fb95e400f"~Plátano~Camionetas 100
"037a9e13-547f-4cfd-9a7b-9ff985a005e5"~2023-01-30 14:34:47.000~2023-01-30 14:34:47.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~""~b3915ad0-6217-4e3f-b568-fd20b7035876~Producción acuícola~Furgón
"04d1a858-26c2-4c2e-89e1-60938c88753b"~2023-01-19 22:51:12.000~2023-01-19 22:51:12.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~Yuca~be4a3c85-2868-4828-9e4f-063f82902d04~""~Bicicleta
"0ac94607-b905-47bb-9229-25c3cb585cce"~2023-02-07 16:54:45.000~2023-02-07 16:54:45.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~""~f04b9277-69c5-4b27-9bff-9cb75b239376~Queso~Moto
"0ac9e68e-3aeb-497e-8293-650c94f4a984"~2023-02-01 22:16:46.000~2023-02-01 22:16:46.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~""~bdf1ed1b-dad5-4bb9-b30b-a17985f1f2d9~Pollo de engorde~Moto
"0ada3ddc-b938-445e-9b52-38c3e5ea10a9"~2023-01-24 00:23:23.000~2023-01-24 00:23:23.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~""~"29f13132-8d39-435f-8564-8f5d3d77fa1d"~Pesca Artesanal~Moto-Carguero
"11114538-10f3-4b34-ae17-34469d74150d"~2023-01-20 15:33:39.000~2023-01-20 15:33:39.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~Yuca~bc8cc869-ea02-4d44-85f1-c7e0ea56ecb4~""~Moto
"12d0222f-6d0d-41a7-984a-39724ad28005"~2023-01-30 04:09:51.000~2023-01-30 04:09:51.000~aeherrerad~Andrés Herrera~aeherrerad~Andrés Herrera~""~fbb91509-77c4-4ebd-b0e1-48f15ae20f64~Naranja~Camión Tipo 600
